6,1,1,2,1,1,1,15,1,35,1,8,0,1,Non Grievous
6,1,1,2,1,1,1,2,1,23,1,4,0,2,Non Grievous
6,2,1,4,2,3,1,20,1,28,1,3,0,1,Non Grievous
6,1,2,7,1,1,1,4,1,36,1,1,0,3,Non Grievous
6,1,2,7,1,1,1,19,1,23,1,3,0,3,Non Grievous
6,2,2,7,1,0,2,2,1,38,1,1,4,3,Grievous
6,1,1,5,2,2,2,1,1,31,0,0,0,2,Grievous
6,1,1,5,2,2,2,0,1,46,0,0,0,1,Non Grievous
6,1,1,3,1,1,1,2,1,22,1,1,0,3,Non Grievous
6,1,1,3,1,1,1,1,1,38,0,0,0,3,Non Grievous
6,1,1,3,1,1,1,18,1,48,1,25,0,1,Non Grievous
6,1,1,3,1,1,1,2,1,34,1,6,0,1,Non Grievous
6,1,1,3,1,1,1,6,1,26,1,8,0,1,Non Grievous
6,1,1,4,1,1,1,0,1,22,0,0,0,3,Non Grievous
6,1,1,4,1,1,1,0,2,65,0,0,0,3,Non Grievous
6,2,1,5,1,1,1,3,1,20,1,1,0,3,Grievous
6,2,3,6,1,9,5,1,1,45,1,8,0,3,Grievous
6,1,2,7,1,1,1,2,1,20,1,2,0,1,Non Grievous
6,1,2,7,1,1,1,0,1,44,1,9,0,1,Fatal
6,1,2,1,1,1,1,2,1,32,1,11,0,3,Non Grievous
6,1,2,1,1,1,1,2,1,22,1,2,9,3,Non Grievous
6,1,2,1,1,1,1,11,1,55,1,8,0,3,Non Grievous
6,1,2,1,1,1,1,0,1,73,0,0,0,3,Grievous
6,1,2,1,1,1,2,1,1,29,4,2,2,3,Grievous
6,1,2,1,1,1,2,1,1,40,4,1,9,3,Grievous
6,1,1,4,1,1,1,2,1,32,1,2,0,3,Non Grievous
6,1,1,4,1,1,1,16,1,40,1,17,0,3,Non Grievous
6,1,1,6,1,1,1,2,1,28,1,4,9,1,Non Grievous
6,1,1,6,1,1,1,4,1,19,1,2,9,1,Grievous
6,1,1,2,1,1,1,8,1,65,1,49,9,3,Grievous
6,1,1,2,1,1,1,0,1,27,1,6,9,3,Non Grievous
6,1,1,3,1,1,1,1,1,22,1,4,1,3,Non Grievous
6,1,1,3,1,1,1,0,1,64,0,0,0,3,Non Grievous
6,1,1,5,1,1,1,1,1,33,1,10,0,3,Non Grievous
6,1,1,5,1,1,1,0,1,39,0,0,0,2,Non Grievous
6,2,2,7,4,3,2,20,1,19,2,2,0,3,Non Grievous
6,1,1,4,1,1,5,25,1,36,1,5,0,1,Non Grievous
6,1,1,4,1,1,5,1,1,29,1,1,0,2,Non Grievous
6,2,2,1,1,1,1,6,1,36,1,2,9,1,Non Grievous
6,2,1,3,1,1,1,14,1,57,1,1,0,1,Non Grievous
6,2,1,3,1,1,1,15,1,45,1,11,9,1,Non Grievous
6,2,1,4,1,1,2,16,1,22,0,0,5,3,Non Grievous
6,1,1,2,9,1,5,26,1,25,1,4,0,1,Non Grievous
6,1,1,2,9,1,5,5,1,18,1,1,0,1,Non Grievous
6,1,1,3,1,1,1,1,1,25,1,1,0,3,Non Grievous
6,1,1,3,1,1,1,1,1,25,1,1,0,3,Non Grievous
6,2,1,5,1,1,1,0,1,17,0,0,0,1,Grievous
6,2,1,5,1,1,1,1,1,28,1,0,0,1,Non Grievous
6,1,1,2,1,1,1,10,1,60,1,18,0,3,Fatal
6,1,1,2,1,1,1,25,1,41,0,0,0,3,Non Grievous
6,2,2,7,1,1,3,5,1,43,1,7,0,3,Non Grievous
6,2,2,7,1,1,3,7,1,31,1,6,9,3,Grievous
6,2,1,3,1,1,1,5,1,41,1,6,9,3,Fatal
6,2,1,3,1,1,1,1,1,27,1,5,9,3,Grievous
6,2,2,7,1,1,1,14,1,36,1,2,0,3,Non Grievous
6,2,2,7,1,1,1,10,1,31,2,6,0,3,Fatal
6,2,1,3,1,1,1,1,1,32,1,10,0,3,Grievous
6,2,1,3,1,1,1,0,2,18,0,0,0,3,Non Grievous
6,2,1,5,1,1,1,3,1,31,1,9,0,3,Non Grievous
6,2,1,5,1,1,1,3,1,20,1,5,0,3,Non Grievous
6,2,1,5,1,1,1,0,1,15,0,0,0,3,Non Grievous
6,2,2,7,1,2,2,1,1,57,1,29,0,3,Non Grievous
6,2,2,7,1,2,2,20,1,32,1,8,0,3,Non Grievous
6,2,1,2,1,9,2,2,1,47,1,4,4,3,Non Grievous
6,2,1,2,1,9,2,0,1,15,0,0,0,3,Non Grievous
6,2,1,3,2,3,1,14,1,32,1,10,0,3,Grievous
6,2,1,4,9,9,1,2,1,45,1,19,9,3,Non Grievous
6,2,1,2,1,1,1,17,1,22,1,2,0,1,Non Grievous
6,2,1,2,1,1,1,0,1,69,0,0,0,3,Non Grievous
6,2,1,4,1,1,1,1,2,23,1,1,0,1,Non Grievous
6,2,1,4,1,1,1,0,1,33,0,0,0,1,Grievous
6,2,2,1,1,1,1,12,1,33,1,6,0,3,Grievous
6,2,1,4,1,1,1,13,1,33,1,15,0,1,Non Grievous
6,2,1,4,1,1,1,0,1,61,0,0,0,3,Grievous
6,2,1,6,1,1,2,36,1,42,2,20,9,3,Grievous
6,2,1,6,1,1,2,14,1,24,1,2,9,3,Grievous
6,2,1,5,1,1,1,3,1,25,1,3,0,3,Grievous
6,2,1,5,1,1,1,0,2,8,0,0,0,3,Grievous
6,2,1,3,1,1,1,3,1,22,1,1,0,3,Grievous
6,2,1,4,1,1,1,15,1,30,1,9,9,3,Grievous
6,2,1,4,1,1,1,0,2,8,0,0,0,3,Grievous
6,2,2,1,1,1,1,3,1,33,0,0,0,3,Non Grievous
6,2,2,1,1,1,1,0,2,28,0,0,0,3,Non Grievous
6,2,2,1,1,1,1,14,1,45,1,23,0,1,Grievous
6,2,1,5,2,4,3,13,1,54,1,10,0,3,Grievous
6,2,1,3,1,9,3,6,1,34,1,3,0,1,Non Grievous
6,2,1,3,1,9,3,0,1,68,0,0,0,1,Non Grievous
6,2,1,5,1,1,1,4,1,33,1,12,0,1,Non Grievous
6,2,1,5,1,1,1,5,1,24,1,1,0,1,Non Grievous
6,2,1,4,1,1,3,0,0,0,0,0,0,3,Non Grievous
6,2,1,4,1,1,3,15,1,31,0,0,0,3,Fatal
6,2,2,7,1,9,2,12,1,31,1,0,9,1,Non Grievous
6,2,2,7,1,9,2,15,1,45,1,23,9,3,Non Grievous
6,2,1,6,1,1,1,18,1,30,1,3,0,1,Non Grievous
6,2,1,6,1,1,1,0,1,31,0,0,0,3,Grievous
6,2,1,6,1,9,2,8,1,42,1,9,9,1,Grievous
6,2,1,6,1,9,2,0,1,6,0,0,9,3,Grievous
6,2,1,2,1,1,1,3,1,25,1,3,0,1,Non Grievous
6,2,1,2,1,1,1,3,1,24,0,0,0,1,Non Grievous
6,2,1,2,1,1,1,14,1,35,1,10,0,3,Grievous
6,2,1,2,1,1,1,5,1,18,0,0,0,1,Non Grievous
6,2,3,6,1,1,1,0,2,52,0,0,0,1,Grievous
6,2,3,6,1,1,1,8,1,35,1,8,0,1,Grievous
6,2,2,1,1,1,1,21,1,24,0,0,0,1,Fatal
6,2,2,1,1,1,1,2,1,24,1,7,0,1,Grievous
6,2,1,5,1,1,1,2,1,24,1,1,0,1,Non Grievous
6,2,1,5,1,1,1,4,1,37,1,14,0,3,Fatal
6,2,2,7,1,1,1,4,1,55,1,32,0,3,Non Grievous
6,2,1,3,4,3,1,4,1,22,1,3,0,1,Non Grievous
6,2,2,7,1,0,2,4,1,24,0,0,0,3,Non Grievous
6,2,2,7,1,0,2,0,1,27,0,0,0,3,Non Grievous
6,2,1,6,9,1,1,1,1,28,1,1,0,1,Grievous
6,2,1,6,9,1,1,7,1,17,0,0,0,1,Grievous
6,2,1,5,1,1,1,24,1,30,1,8,1,1,Grievous
6,2,1,5,1,1,1,0,1,6,0,0,0,3,Grievous
6,2,1,6,1,1,1,3,1,53,1,22,0,3,Non Grievous
6,2,1,2,1,1,2,0,1,44,0,0,4,3,Grievous
6,2,1,2,1,1,2,0,1,0,0,0,0,3,Non Grievous
6,2,2,1,1,1,1,5,1,33,1,3,0,1,Non Grievous
6,2,2,1,1,1,1,9,1,37,1,13,0,1,Grievous
6,2,2,7,2,3,1,5,1,47,1,21,2,1,Non Grievous
6,2,2,7,2,3,1,5,1,26,1,6,0,1,Non Grievous
6,2,2,1,1,1,1,5,1,42,1,0,0,1,Non Grievous
6,2,2,1,1,1,1,7,1,29,1,5,0,1,Non Grievous
6,2,1,2,1,1,3,3,1,35,1,5,0,1,Non Grievous
6,2,1,2,1,1,3,0,2,14,0,0,0,1,Non Grievous
6,2,1,4,1,9,2,2,1,24,0,0,0,1,Non Grievous
6,2,1,4,1,9,2,0,1,51,0,0,0,3,Fatal
6,2,1,2,1,1,1,15,1,36,0,0,0,3,Non Grievous
6,2,1,2,1,1,1,10,1,21,0,0,0,3,Non Grievous
6,2,1,2,1,1,1,0,1,51,0,0,0,3,Non Grievous
6,2,1,2,1,1,1,15,1,18,0,0,0,3,Non Grievous
6,2,1,5,1,9,2,9,1,46,0,0,9,1,Grievous
6,2,1,5,1,9,2,2,1,25,0,0,9,1,Grievous
6,2,1,3,1,9,1,0,1,75,0,0,0,3,Non Grievous
6,2,1,3,1,9,1,1,1,29,0,0,0,1,Grievous
6,2,2,7,1,1,1,0,1,11,0,0,1,3,Non Grievous
6,2,2,7,1,1,1,0,1,6,0,0,0,3,Non Grievous
6,2,1,4,1,1,1,28,1,32,1,12,0,1,Non Grievous
6,2,1,4,1,1,1,1,1,30,1,10,0,1,Non Grievous
6,2,2,7,2,3,2,14,1,30,1,9,0,3,Non Grievous
6,2,2,7,2,3,2,6,1,36,1,7,9,3,Fatal
6,2,1,3,1,1,1,15,1,39,1,16,0,1,Non Grievous
6,2,1,3,1,1,1,13,1,52,1,27,0,2,Non Grievous
6,2,1,4,1,1,1,0,1,12,0,0,0,3,Non Grievous
6,2,1,4,1,1,1,1,1,18,1,1,0,1,Grievous
6,2,2,1,1,1,1,0,2,36,0,0,0,3,Non Grievous
6,2,2,1,1,1,1,1,1,23,1,2,0,3,Non Grievous
6,2,2,7,9,1,1,21,1,37,0,0,1,3,Non Grievous
6,2,4,5,1,1,1,5,1,37,1,11,0,3,Non Grievous
6,2,4,5,1,1,1,2,1,44,1,19,0,3,Non Grievous
6,2,2,1,1,1,1,1,1,32,1,6,0,3,Non Grievous
6,2,2,1,1,1,1,13,1,41,1,18,0,3,Grievous
6,2,2,1,1,1,1,0,1,53,0,0,0,3,Non Grievous
6,2,2,1,1,1,1,15,1,27,1,7,0,3,Non Grievous
6,2,1,3,1,1,2,8,1,50,1,20,0,3,Non Grievous
6,2,1,4,1,1,1,0,1,44,0,0,0,3,Non Grievous
6,2,1,4,1,1,1,13,1,34,1,15,0,3,Non Grievous
6,2,1,5,1,1,1,1,1,34,0,0,0,3,Non Grievous
6,2,1,5,1,1,1,14,2,23,0,0,0,3,Non Grievous
6,2,3,6,1,1,1,9,1,49,1,26,0,3,Non Grievous
6,2,3,6,1,1,1,3,1,27,1,6,2,1,Fatal
6,2,1,5,1,1,1,0,1,37,0,0,0,3,Non Grievous
6,2,1,5,1,1,1,1,1,28,0,0,0,3,Grievous
6,2,2,7,1,1,1,0,0,0,0,0,0,3,Non Grievous
6,2,2,7,1,1,1,14,1,47,0,0,5,1,Non Grievous
6,2,1,3,1,1,1,10,1,32,1,5,0,3,Non Grievous
6,2,1,5,1,1,2,3,1,30,1,1,0,3,Grievous
6,2,3,4,1,1,2,3,1,19,1,2,0,3,Grievous
